<<<<<<< HEAD
[DEBUG] [2021-01-28 19:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0062f336592944e985fcb9fe05a7be3a, msgType : 19
[DEBUG] [2021-01-28 19:06:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 481f298dec5f410db9834fb515eb7e88, msgType : 19
[DEBUG] [2021-01-28 19:06:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e05b3617d3fa4474a1b079af84f32ec8, msgType : 19
[DEBUG] [2021-01-28 19:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e6a000b9d1684fac892d01f3203e9fcc, msgType : 19
[DEBUG] [2021-01-28 19:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b90fff35cfc4c77820c90e6cfd13598, msgType : 19
[DEBUG] [2021-01-28 19:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d81c894142174a87bdc6c7980f140494, msgType : 19
[DEBUG] [2021-01-28 19:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e1dd0db46a2944e9ba0519051eb3d05e, msgType : 19
[DEBUG] [2021-01-28 19:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 35d1b8cb7d9b4df6acb7b9eead8bbfe8, msgType : 19
[DEBUG] [2021-01-28 19:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 09c553dfdc9a45898b754d358e9f4bdf, msgType : 19
[DEBUG] [2021-01-28 19:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d8f82cc6392d4add9f67699e18ecec46, msgType : 19
[DEBUG] [2021-01-28 19:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d38a020b28694664a6dc819d784e6b2d, msgType : 19
[DEBUG] [2021-01-28 19:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b974733625be4e1ea2d6f31e07939045, msgType : 19
[DEBUG] [2021-01-28 19:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 99f4b820348d407aaf345d228a21cd95, msgType : 19
[DEBUG] [2021-01-28 19:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c5bc3b8cd42845cbab96ee80f03d4864, msgType : 19
[DEBUG] [2021-01-28 19:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 79c51b5792344450a274cd9dcac09ac0, msgType : 19
[DEBUG] [2021-01-28 19:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 98e9292f3553437ba6b7a7d1cd310933, msgType : 19
[DEBUG] [2021-01-28 19:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 16f34ca3b52c46c79f02ca3d010759fc, msgType : 19
[DEBUG] [2021-01-28 19:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 373364779bed44fd9075959c040e7847, msgType : 19
[DEBUG] [2021-01-28 19:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 12cb2dc9e98e41d5ac5ba8d3d2622f3b, msgType : 19
[DEBUG] [2021-01-28 19:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : de82d6b7d6754a3e837a936749842afa, msgType : 19
[DEBUG] [2021-01-28 19:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 466d58f83fbe453f9b4fa7bbd986d6c3, msgType : 19
[DEBUG] [2021-01-28 19:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 526fd6ecba1447608ff407faa284227a, msgType : 19
[DEBUG] [2021-01-28 19:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 16b58fc428b345fba98157f30b59e30a, msgType : 19
[DEBUG] [2021-01-28 19:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 302ae64ad2cb456fa7c707a57254dfd6, msgType : 19
[DEBUG] [2021-01-28 19:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dc2df23aad45442e9896d99ed7f8b8b0, msgType : 19
[DEBUG] [2021-01-28 19:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 252b8d1784194a89a7cc1645d51aa3a6, msgType : 19
[DEBUG] [2021-01-28 19:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 936b6be2e13943bf86348254293594e3, msgType : 19
[DEBUG] [2021-01-28 19:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e7ce9c867afd45edb17b3e1748b41437, msgType : 19
[DEBUG] [2021-01-28 19:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b3a17bcd6b484ed8b5eb7533de90e32e, msgType : 19
[DEBUG] [2021-01-28 19:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 96fbac87be2a4604ad3b0cb509e6478a, msgType : 19
[DEBUG] [2021-01-28 19:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1473fa77137d4faba64f54bd497825d5, msgType : 19
[DEBUG] [2021-01-28 19:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e402a13f76f046f68a49ab068b55c65e, msgType : 19
[DEBUG] [2021-01-28 19:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6a8945e692ca42239ea2f364e65d2a8a, msgType : 19
[DEBUG] [2021-01-28 19:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5a8e8155a1f84bdf98b7e1c3206ffc77, msgType : 19
[DEBUG] [2021-01-28 19:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7ad9f9b8ec024df19f2a4f485f7b4beb, msgType : 19
[DEBUG] [2021-01-28 19:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2547fe04b5b642e7af1891b2df6e9c8e, msgType : 19
[DEBUG] [2021-01-28 19:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0850837e374a4b2e956095c8cdb96043, msgType : 19
[DEBUG] [2021-01-28 19:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 514114e3caa148a9b16cdd44cc79fec6, msgType : 19
[DEBUG] [2021-01-28 19:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 81248a95ca3845e4955d0d13f30eeb80, msgType : 19
[DEBUG] [2021-01-28 19:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c1aa220007b54131b248801315d5c55f, msgType : 19
[DEBUG] [2021-01-28 19:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c0c30b06cacd42fdaf4e7ce53c393250, msgType : 19
[DEBUG] [2021-01-28 19:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 06f8d9e57469438eb6e5e603baac2b31, msgType : 19
[DEBUG] [2021-01-28 19:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ddf36cd0971c4bc1b92ac7e40f7a08d0, msgType : 19
[DEBUG] [2021-01-28 19:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : da35757e25e44ced9a0a668d755dbfca, msgType : 19
[DEBUG] [2021-01-28 19:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 11a1f18eac824c18b53da6b149ddb98a, msgType : 19
[DEBUG] [2021-01-28 19:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ccd771e01395446ba24639a64f939373, msgType : 19
[DEBUG] [2021-01-28 19:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e82cd8d4f1a14790acc1efde1f20e712, msgType : 19
[DEBUG] [2021-01-28 19:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 531516a6be8749b094b5349497233291, msgType : 19
[DEBUG] [2021-01-28 19:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1747b8c746a6460899eb224e42e18bba, msgType : 19
[DEBUG] [2021-01-28 19:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aec2cd8e01f644aaaea6843dd73df7f9, msgType : 19
[DEBUG] [2021-01-28 19:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6660e992305946cfb89102dfec0d72a9, msgType : 19
[DEBUG] [2021-01-28 19:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1eb1a017bcf5425390bfb3241e158b47, msgType : 19
[DEBUG] [2021-01-28 19:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c6e4e167818d40f889a5f90ef8d0f8b6, msgType : 19
[DEBUG] [2021-01-28 19:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 659f672a6b7e4400bafcbaacd39d7184, msgType : 19
[DEBUG] [2021-01-28 19:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 80f48c288752430a82188d22f33ca5ba, msgType : 19
[DEBUG] [2021-01-28 19:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 52a41ccd6e0d4b4d97569e82b1067dbf, msgType : 19
[DEBUG] [2021-01-28 19:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba02d23b5f3e4e29b20fcac894e73ae0, msgType : 19
[DEBUG] [2021-01-28 19:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5108f46e68574ee7a4d18a14aa11b509, msgType : 19
[DEBUG] [2021-01-28 19:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 61dfd672915a47fc81fd66cc89bb7554, msgType : 19
[DEBUG] [2021-01-28 19:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9e8c39f2e3a6470fb9abe79e33eb1d0a, msgType : 19
[DEBUG] [2021-01-28 19:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 70c7edb349274145beb3cd0d95d06271, msgType : 19
[DEBUG] [2021-01-28 19:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c2bcb7f5c9c34680882e457fe088db83, msgType : 19
[DEBUG] [2021-01-28 19:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 39e71d73ca2f4c4cac9a108263f5a5bb, msgType : 19
[DEBUG] [2021-01-28 19:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6e4e16330c364cac925f7cfb9bb7f86e, msgType : 19
[DEBUG] [2021-01-28 19:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d0f558c5daf247ee916315184f9c96c4, msgType : 19
[DEBUG] [2021-01-28 19:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fc08ee5e71d3457e97e6c830031ca6c3, msgType : 19
[DEBUG] [2021-01-28 19:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4a38db70c4ef4696a39b291fe62090dc, msgType : 19
[DEBUG] [2021-01-28 19:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5f8842a636d348af912c461417bccd2b, msgType : 19
[DEBUG] [2021-01-28 19:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edee05d8987046cfb688f7646cef2576, msgType : 19
[DEBUG] [2021-01-28 19:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4649f1afac8544c3a158b99b784980fa, msgType : 19
[DEBUG] [2021-01-28 19:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 89792bdf470941c2a4758d05822708d4, msgType : 19
[INFO] [2021-01-28 19:06:58] ReceiptClient.loadReceiptAddr(74) |  load Receipt address from contract.properties, address is 0xe90a204c4f00dfda9ef1229055e036081401cc98
[DEBUG] [2021-01-28 19:06:58] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.4.0, supportedVersion:2.4.0
[DEBUG] [2021-01-28 19:06:58] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-01-28 19:06:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20edfa35e4fc4129a1b33141f8fd1776, msgType : 18
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 114, groupId: 1
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 114, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 114, groupId: 1
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 114, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 114, groupId: 1
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 114, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 114, groupId: 1
[DEBUG] [2021-01-28 19:06:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 114, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20edfa35e4fc4129a1b33141f8fd1776, msgType : 4096
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1afcbf1ba8d6489ea6f7ae64974cd919, msgType : 19
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d75f126d242e47e0bb7f1f6c3c648897, msgType : 19
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0b213b57ae914401af3b373444e9de22, msgType : 19
[DEBUG] [2021-01-28 19:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d46133a5077d4b039259f10bec0b7c99, msgType : 19
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 44a1aa42f192446fab599a232aa8c17e, msgType : 19
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 187e83f9807748359ec1d830e0b72300, msgType : 19
[INFO] [2021-01-28 19:07:01] ReceiptClient.loadReceiptAddr(74) |  load Receipt address from contract.properties, address is 0xe90a204c4f00dfda9ef1229055e036081401cc98
[DEBUG] [2021-01-28 19:07:01] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.4.0, supportedVersion:2.4.0
[DEBUG] [2021-01-28 19:07:01] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b84ac884c97c4140898b66c839921592, msgType : 18
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 115, groupId: 1
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 115, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 115, groupId: 1
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 115, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 115, groupId: 1
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 115, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b84ac884c97c4140898b66c839921592, msgType : 4096
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 115, groupId: 1
[DEBUG] [2021-01-28 19:07:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 115, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a363c175d5724daea697a3ac1d4446b9, msgType : 19
[DEBUG] [2021-01-28 19:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 15bae4b9e7ea49cc893fd05dba6d8e3f, msgType : 19
